ActualRank,PolyRank,GFLOPS,Version,wins
95,112,99.508,0_28_7_256_1,0
96,129,99.493,0_28_28_256_64,0
97,146,99.464,0_7_28_256_16,0
98,130,99.46,0_28_28_4_64,0
99,131,99.437,0_28_28_64_64,0
100,132,99.415,0_28_28_1_1,0
101,133,99.383,0_28_28_4_4,0
102,92,99.356,1_28_7_1_1,0
103,134,99.266,0_28_28_64_16,0
104,89,99.265,1_28_7_4_1,0
105,111,99.193,0_28_7_16_1,0
106,163,99.124,0_28_7_1_1,0
107,116,98.908,0_7_7_64_1,0
108,113,98.808,0_7_7_16_1,0
109,110,98.666,0_28_7_4_1,0
110,149,98.348,0_7_28_16_1,0
111,150,98.307,0_7_28_16_4,0
112,151,98.231,0_7_28_256_1,0
113,152,98.152,0_7_28_4_1,0
114,135,97.999,4,0
115,83,97.803,1_28_28_16_1,0
116,140,97.787,0_28_28_16_1,0
117,139,97.771,0_28_28_16_4,0
118,138,97.757,0_28_28_64_1,0
119,82,97.713,1_28_28_256_1,0
120,137,97.556,0_28_28_64_4,0
121,115,97.436,0_7_7_256_1,0
122,114,97.291,0_7_7_4_1,0
123,109,97.21,0_28_7_64_1,0
124,81,97.048,1_28_28_1_1,0
125,106,96.098,1_7_28_256_4,0
126,14,96.01,1_7_7_64_64,0
127,20,95.969,1_7_7_4_16,0
128,59,95.922,1_7_28_64_16,0
129,64,95.906,1_7_28_64_64,0
130,104,95.903,1_7_28_64_4,0
131,160,95.769,1_7_7_64_4,0
132,63,95.767,1_7_28_256_16,0
133,66,95.757,1_7_28_4_16,0
134,58,95.7,1_7_28_16_64,0
135,18,95.668,1_7_7_256_64,0
136,108,95.634,1_7_28_4_4,0
137,17,95.614,1_7_7_16_16,0
138,161,95.577,1_7_7_16_4,0
139,16,95.571,1_7_7_64_16,0
140,105,95.52,1_7_28_16_4,0
141,15,95.514,1_7_7_16_64,0
142,19,95.499,1_7_7_4_64,0
143,162,95.467,1_7_7_4_4,0
144,57,95.415,1_7_28_256_64,0
145,11,95.392,1_7_7_256_16,0
146,60,95.33,1_7_28_16_16,0
147,13,95.287,1_7_7_1_64,0
148,158,95.263,1_7_7_256_4,0
149,65,95.217,1_7_28_4_64,0
150,12,95.045,1_7_7_1_16,0
151,159,95.017,1_7_7_1_4,0
152,107,94.965,1_7_28_1_4,0
153,61,94.954,1_7_28_1_16,0
154,62,94.94,1_7_28_1_64,0
155,97,94.021,1_7_7_256_1,0
156,96,94,1_7_7_64_1,0
157,98,93.96,1_7_7_4_1,0
158,84,93.548,1_7_28_16_1,0
159,95,93.358,1_7_7_1_1,0
160,94,93.217,1_7_7_16_1,0
161,88,93.128,1_7_28_4_1,0
162,85,92.974,1_7_28_64_1,0
163,86,92.374,1_7_28_256_1,0
164,87,91.755,1_7_28_1_1,0

